date,style_id,category,price_level,true_state,view_uv,detail_uv,tryon_uv,tryon_result_uv,want_uv,want_after_tryon_uv,confirm_direct_uv,confirm_detail_uv,confirm_after_tryon_uv,confirm_from_want_uv,total_confirm_uv
2026-03-02,S0003,handpaint,low,Cold_AfterTryon,74,17,28,26,4,0,1,1,1,0,3
2026-03-03,S0003,handpaint,low,Cold_AfterTryon,165,32,58,51,10,0,4,0,2,2,8
2026-03-04,S0003,handpaint,low,Cold_AfterTryon,150,23,39,31,13,0,4,0,0,0,4
2026-03-05,S0003,handpaint,low,Cold_AfterTryon,123,26,32,30,5,0,2,0,1,1,4
2026-03-06,S0003,handpaint,low,Cold_AfterTryon,114,21,32,28,6,0,1,0,2,0,3
2026-03-07,S0003,handpaint,low,Cold_AfterTryon,106,17,21,19,5,1,1,0,0,1,2
2026-03-08,S0003,handpaint,low,Cold_AfterTryon,110,11,35,32,8,2,1,0,1,1,3
2026-03-09,S0003,handpaint,low,Cold_AfterTryon,125,21,27,25,4,0,3,0,0,0,3
2026-03-10,S0003,handpaint,low,Cold_AfterTryon,202,32,45,41,11,2,1,0,0,1,2
2026-03-11,S0003,handpaint,low,Cold_AfterTryon,103,27,30,27,7,3,2,0,0,1,3
2026-03-12,S0003,handpaint,low,Cold_AfterTryon,155,25,46,39,10,2,1,0,0,2,3
2026-03-13,S0003,handpaint,low,Cold_AfterTryon,109,16,33,30,4,2,4,1,1,1,7
2026-03-14,S0003,handpaint,low,Cold_AfterTryon,150,23,34,28,11,1,2,0,0,1,3
2026-03-15,S0003,handpaint,low,Cold_AfterTryon,212,45,50,46,13,0,2,0,0,0,2
2026-03-16,S0003,handpaint,low,Cold_AfterTryon,81,11,35,33,5,1,1,0,0,0,1
2026-03-17,S0003,handpaint,low,Cold_AfterTryon,59,13,19,14,2,0,1,0,0,0,1
2026-03-18,S0003,handpaint,low,Cold_AfterTryon,112,21,26,24,4,0,4,0,0,0,4
2026-03-19,S0003,handpaint,low,Cold_AfterTryon,127,15,39,36,10,3,4,0,0,1,5
2026-03-20,S0003,handpaint,low,Cold_AfterTryon,171,23,39,32,7,1,3,0,1,0,4
2026-03-21,S0003,handpaint,low,Cold_AfterTryon,113,16,30,26,9,0,1,1,0,0,2
2026-03-22,S0003,handpaint,low,Cold_AfterTryon,116,16,25,25,9,2,2,1,0,2,5
2026-03-23,S0003,handpaint,low,Cold_AfterTryon,125,16,33,28,7,1,1,0,0,0,1
2026-03-24,S0003,handpaint,low,Cold_AfterTryon,140,31,46,43,10,2,2,1,0,1,4
2026-03-25,S0003,handpaint,low,Cold_AfterTryon,153,31,46,43,8,1,1,0,0,0,1
2026-03-26,S0003,handpaint,low,Cold_AfterTryon,133,10,39,35,8,1,1,0,0,0,1
2026-03-27,S0003,handpaint,low,Cold_AfterTryon,143,24,42,39,14,2,2,0,0,1,3
2026-03-28,S0003,handpaint,low,Cold_AfterTryon,139,32,43,38,12,1,1,2,0,0,3
2026-03-29,S0003,handpaint,low,Cold_AfterTryon,124,24,30,26,9,1,3,0,0,1,4
2026-03-30,S0003,handpaint,low,Cold_AfterTryon,130,21,38,34,6,0,3,1,0,0,4
2026-03-31,S0003,handpaint,low,Cold_AfterTryon,115,17,32,29,8,1,0,1,0,1,2
2026-04-01,S0003,handpaint,low,Cold_AfterTryon,81,19,17,17,2,0,2,0,0,0,2
2026-04-02,S0003,handpaint,low,Cold_AfterTryon,124,20,37,34,6,2,2,0,1,1,4
2026-04-03,S0003,handpaint,low,Cold_AfterTryon,113,18,31,30,7,0,2,0,1,0,3
2026-04-04,S0003,handpaint,low,Cold_AfterTryon,116,22,34,28,6,2,0,0,1,0,1
2026-04-05,S0003,handpaint,low,Cold_AfterTryon,102,17,28,26,4,1,2,0,0,1,3
2026-04-06,S0003,handpaint,low,Cold_AfterTryon,169,34,52,48,17,2,4,0,0,1,5
2026-04-07,S0003,handpaint,low,Cold_AfterTryon,161,32,46,42,10,1,7,1,0,0,8
2026-04-08,S0003,handpaint,low,Cold_AfterTryon,120,20,29,27,8,1,3,4,2,0,9
2026-04-09,S0003,handpaint,low,Cold_AfterTryon,174,27,43,38,12,2,2,0,1,1,4
2026-04-10,S0003,handpaint,low,Cold_AfterTryon,70,17,19,16,2,0,0,0,1,0,1
2026-04-11,S0003,handpaint,low,Cold_AfterTryon,148,16,41,37,8,0,5,1,3,0,9
2026-04-12,S0003,handpaint,low,Cold_AfterTryon,147,28,62,58,12,1,2,1,0,0,3
2026-04-13,S0003,handpaint,low,Cold_AfterTryon,107,19,33,32,6,0,2,1,0,1,4
2026-04-14,S0003,handpaint,low,Cold_AfterTryon,157,24,32,24,5,0,2,0,1,0,3
2026-04-15,S0003,handpaint,low,Cold_AfterTryon,122,15,45,41,7,0,4,0,1,0,5
2026-04-16,S0003,handpaint,low,Cold_AfterTryon,155,23,33,30,7,1,0,0,0,0,0
2026-04-17,S0003,handpaint,low,Cold_AfterTryon,85,17,21,21,4,0,2,0,1,0,3
2026-04-18,S0003,handpaint,low,Cold_AfterTryon,101,18,38,35,7,3,1,2,0,0,3
2026-04-19,S0003,handpaint,low,Cold_AfterTryon,124,30,37,31,6,0,3,0,0,0,3
2026-04-20,S0003,handpaint,low,Cold_AfterTryon,128,24,39,32,3,0,2,0,0,0,2
2026-04-21,S0003,handpaint,low,Cold_AfterTryon,181,43,66,61,11,1,2,2,2,0,6
2026-04-22,S0003,handpaint,low,Cold_AfterTryon,115,21,24,18,1,0,4,0,0,0,4
2026-04-23,S0003,handpaint,low,Cold_AfterTryon,115,21,33,33,6,2,0,0,1,0,1
2026-04-24,S0003,handpaint,low,Cold_AfterTryon,225,40,67,55,21,1,6,1,1,1,9
2026-04-25,S0003,handpaint,low,Cold_AfterTryon,103,19,33,28,4,1,2,0,0,0,2
2026-04-26,S0003,handpaint,low,Cold_AfterTryon,144,29,27,25,6,0,2,1,0,1,4
2026-04-27,S0003,handpaint,low,Cold_AfterTryon,126,14,41,36,8,0,2,1,0,0,3
2026-04-28,S0003,handpaint,low,Cold_AfterTryon,194,34,62,51,14,4,2,0,0,0,2
2026-04-29,S0003,handpaint,low,Cold_AfterTryon,82,12,20,19,6,1,1,0,0,0,1
2026-04-30,S0003,handpaint,low,Cold_AfterTryon,122,19,37,32,8,3,1,0,1,1,3
2026-01-01,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-02,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-03,S0004,cat_eye,mid,Untested,2,0,0,0,1,0,1,0,0,0,1
2026-01-04,S0004,cat_eye,mid,Untested,2,1,0,0,0,0,0,0,0,0,0
2026-01-05,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-06,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-07,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-08,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-09,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-10,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-11,S0004,cat_eye,mid,Untested,1,0,1,1,0,0,0,0,0,0,0
2026-01-12,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-13,S0004,cat_eye,mid,Untested,2,2,0,0,0,0,0,0,0,0,0
2026-01-14,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-15,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-01-16,S0004,cat_eye,mid,Untested,4,0,0,0,0,0,0,0,0,0,0
2026-01-17,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-18,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,1,0,0,1
2026-01-19,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-20,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-21,S0004,cat_eye,mid,Untested,3,1,0,0,1,0,0,0,0,1,1
2026-01-22,S0004,cat_eye,mid,Untested,2,1,0,0,0,0,0,0,0,0,0
2026-01-23,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-24,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-25,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-26,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-27,S0004,cat_eye,mid,Untested,1,0,1,1,0,0,0,0,0,0,0
2026-01-28,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-29,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-01-30,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-01-31,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-01,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-02,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-02-03,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-04,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-05,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-06,S0004,cat_eye,mid,Untested,2,1,0,0,0,0,0,0,0,0,0
2026-02-07,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-08,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,1,0,0,0,1
2026-02-09,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-10,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-11,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-12,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-13,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-14,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-15,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-16,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-17,S0004,cat_eye,mid,Untested,1,0,0,0,1,0,0,0,0,0,0
2026-02-18,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-19,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-20,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-02-21,S0004,cat_eye,mid,Untested,1,0,0,0,1,0,0,0,0,0,0
2026-02-22,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-23,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,0,0,0,0,0
2026-02-24,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-25,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-02-26,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-27,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-02-28,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-01,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-02,S0004,cat_eye,mid,Untested,1,0,1,1,0,0,0,0,0,0,0
2026-03-03,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-04,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-05,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-06,S0004,cat_eye,mid,Untested,3,2,0,0,1,0,0,0,0,0,0
2026-03-07,S0004,cat_eye,mid,Untested,1,0,1,1,0,0,0,0,0,0,0
2026-03-08,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-09,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-10,S0004,cat_eye,mid,Untested,2,0,0,0,1,0,0,0,0,0,0
2026-03-11,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-12,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-13,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,0,0,0,0,0
2026-03-14,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-15,S0004,cat_eye,mid,Untested,1,0,0,0,1,0,0,0,0,0,0
2026-03-16,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-17,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-18,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-19,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-20,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-21,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-22,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-23,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-24,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-25,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-26,S0004,cat_eye,mid,Untested,3,0,0,0,0,0,0,0,0,0,0
2026-03-27,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,0,0,0,0,0
2026-03-28,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-03-29,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-03-30,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-03-31,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-01,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-02,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-03,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-04,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-05,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-06,S0004,cat_eye,mid,Untested,1,1,1,1,0,0,0,0,0,0,0
2026-04-07,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-08,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,0,0,0,0,0
2026-04-09,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-10,S0004,cat_eye,mid,Untested,2,0,0,0,0,0,0,0,0,0,0
2026-04-11,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-12,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-13,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-04-14,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-15,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-04-16,S0004,cat_eye,mid,Untested,2,1,0,0,0,0,0,0,0,0,0
2026-04-17,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-18,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-04-19,S0004,cat_eye,mid,Untested,2,0,0,0,1,0,0,0,0,0,0
2026-04-20,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-21,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-22,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-23,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-24,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-25,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-26,S0004,cat_eye,mid,Untested,1,0,0,0,0,0,0,0,0,0,0
2026-04-27,S0004,cat_eye,mid,Untested,1,0,1,1,0,0,0,0,0,0,0
2026-04-28,S0004,cat_eye,mid,Untested,0,0,0,0,0,0,0,0,0,0,0
2026-04-29,S0004,cat_eye,mid,Untested,1,1,1,1,0,0,0,0,0,0,0
2026-04-30,S0004,cat_eye,mid,Untested,1,1,0,0,0,0,0,0,0,0,0
2026-01-01,S0005,cat_eye,mid,Stable,80,15,5,4,6,0,3,0,0,1,4
2026-01-02,S0005,cat_eye,mid,Stable,43,4,3,3,7,0,2,0,1,0,3
2026-01-03,S0005,cat_eye,mid,Stable,79,13,13,11,13,2,3,2,1,2,8
2026-01-04,S0005,cat_eye,mid,Stable,91,15,15,12,7,2,4,1,0,0,5
2026-01-05,S0005,cat_eye,mid,Stable,75,9,9,9,10,2,3,1,1,2,7
2026-01-06,S0005,cat_eye,mid,Stable,62,8,9,9,10,1,6,0,0,1,7
2026-01-07,S0005,cat_eye,mid,Stable,87,20,6,6,12,0,3,0,0,0,3
2026-01-08,S0005,cat_eye,mid,Stable,121,18,22,21,16,5,5,1,2,0,8
2026-01-09,S0005,cat_eye,mid,Stable,63,5,7,7,8,2,5,0,0,2,7
2026-01-10,S0005,cat_eye,mid,Stable,91,17,12,10,13,3,5,1,2,2,10
2026-01-11,S0005,cat_eye,mid,Stable,117,21,16,13,15,2,5,3,1,2,11
2026-01-12,S0005,cat_eye,mid,Stable,110,12,8,7,15,2,5,1,1,2,9
2026-01-13,S0005,cat_eye,mid,Stable,97,16,8,8,11,2,5,0,0,0,5
2026-01-14,S0005,cat_eye,mid,Stable,69,12,8,8,10,0,2,0,0,0,2
2026-01-15,S0005,cat_eye,mid,Stable,46,6,2,2,5,1,3,0,0,1,4
2026-01-16,S0005,cat_eye,mid,Stable,84,12,22,20,10,5,6,0,1,2,9
2026-01-17,S0005,cat_eye,mid,Stable,83,11,6,5,7,0,2,1,1,1,5
2026-01-18,S0005,cat_eye,mid,Stable,105,11,18,14,6,1,4,0,2,0,6
2026-01-19,S0005,cat_eye,mid,Stable,101,18,14,12,14,3,3,1,1,1,6
2026-01-20,S0005,cat_eye,mid,Stable,99,16,11,8,19,1,2,2,1,1,6
2026-01-21,S0005,cat_eye,mid,Stable,96,12,12,10,10,1,2,0,1,4,7
2026-01-22,S0005,cat_eye,mid,Stable,87,13,9,9,10,0,2,0,2,0,4
2026-01-23,S0005,cat_eye,mid,Stable,144,11,23,23,22,6,5,0,0,3,8
2026-01-24,S0005,cat_eye,mid,Stable,56,12,7,7,7,3,3,0,0,1,4
2026-01-25,S0005,cat_eye,mid,Stable,52,5,6,3,5,0,4,0,1,0,5
2026-01-26,S0005,cat_eye,mid,Stable,92,8,10,7,12,2,7,1,1,0,9
2026-01-27,S0005,cat_eye,mid,Stable,79,8,12,11,15,4,4,0,0,4,8
2026-01-28,S0005,cat_eye,mid,Stable,62,8,4,4,7,0,4,0,0,2,6
2026-01-29,S0005,cat_eye,mid,Stable,47,6,9,9,10,3,2,0,2,1,5
2026-01-30,S0005,cat_eye,mid,Stable,112,17,14,10,20,4,9,0,0,4,13
2026-01-31,S0005,cat_eye,mid,Stable,80,13,7,7,14,1,2,1,0,0,3
2026-02-01,S0005,cat_eye,mid,Stable,61,5,9,9,10,3,4,0,1,1,6
2026-02-02,S0005,cat_eye,mid,Stable,73,12,12,10,12,2,3,1,1,0,5
2026-02-03,S0005,cat_eye,mid,Stable,88,14,8,6,8,0,2,1,0,0,3
2026-02-04,S0005,cat_eye,mid,Stable,87,6,13,12,9,4,5,0,1,0,6
2026-02-05,S0005,cat_eye,mid,Stable,82,11,9,9,8,0,2,0,0,2,4
2026-02-06,S0005,cat_eye,mid,Stable,72,10,7,6,6,1,2,0,0,2,4
2026-02-07,S0005,cat_eye,mid,Stable,103,18,9,9,21,2,4,1,0,1,6
2026-02-08,S0005,cat_eye,mid,Stable,113,15,16,14,19,3,7,1,2,3,13
2026-02-09,S0005,cat_eye,mid,Stable,56,8,7,6,7,1,2,0,0,2,4
2026-02-10,S0005,cat_eye,mid,Stable,60,10,5,4,3,1,5,1,1,0,7
2026-02-11,S0005,cat_eye,mid,Stable,41,4,6,5,6,0,0,0,0,0,0
2026-02-12,S0005,cat_eye,mid,Stable,82,15,5,4,7,0,3,0,0,1,4
2026-02-13,S0005,cat_eye,mid,Stable,53,8,4,4,9,1,4,0,0,1,5
2026-02-14,S0005,cat_eye,mid,Stable,101,18,17,14,12,3,4,1,1,0,6
2026-02-15,S0005,cat_eye,mid,Stable,96,13,7,7,11,3,2,1,1,2,6
2026-02-16,S0005,cat_eye,mid,Stable,87,16,6,6,4,0,4,1,0,0,5
2026-02-17,S0005,cat_eye,mid,Stable,50,5,7,7,12,5,2,1,0,2,5
2026-02-18,S0005,cat_eye,mid,Stable,65,8,4,4,9,0,2,1,0,1,4
2026-02-19,S0005,cat_eye,mid,Stable,62,6,4,3,6,1,1,0,1,2,4
2026-02-20,S0005,cat_eye,mid,Stable,120,16,14,13,23,3,6,2,0,3,11
2026-02-21,S0005,cat_eye,mid,Stable,111,14,14,12,16,0,6,0,3,3,12
2026-02-22,S0005,cat_eye,mid,Stable,98,11,12,11,10,2,8,0,2,2,12
2026-02-23,S0005,cat_eye,mid,Stable,92,10,8,8,10,1,3,0,0,1,4
2026-02-24,S0005,cat_eye,mid,Stable,39,5,3,3,6,0,0,0,0,0,0
2026-02-25,S0005,cat_eye,mid,Stable,82,7,10,7,11,1,3,0,2,2,7
2026-02-26,S0005,cat_eye,mid,Stable,87,15,7,6,11,3,5,2,1,3,11
2026-02-27,S0005,cat_eye,mid,Stable,114,10,9,8,16,0,5,0,0,2,7
2026-02-28,S0005,cat_eye,mid,Stable,94,7,7,7,8,1,4,0,0,1,5
2026-03-01,S0005,cat_eye,mid,Stable,71,10,14,11,9,3,5,2,2,1,10
2026-03-02,S0005,cat_eye,mid,Stable,73,8,12,10,14,3,6,1,1,2,10
2026-03-03,S0005,cat_eye,mid,Stable,77,12,7,7,9,3,3,1,1,0,5
2026-03-04,S0005,cat_eye,mid,Stable,77,6,10,8,9,1,1,0,1,1,3
2026-03-05,S0005,cat_eye,mid,Stable,106,9,10,9,11,1,2,3,0,1,6
2026-03-06,S0005,cat_eye,mid,Stable,120,20,12,12,23,2,4,2,0,3,9
2026-03-07,S0005,cat_eye,mid,Stable,75,7,10,7,7,1,2,0,1,1,4
2026-03-08,S0005,cat_eye,mid,Stable,78,9,3,3,7,1,4,0,0,1,5
2026-03-09,S0005,cat_eye,mid,Stable,87,13,8,8,13,1,5,0,1,2,8
2026-03-10,S0005,cat_eye,mid,Stable,62,7,8,8,7,2,2,0,0,1,3
2026-03-11,S0005,cat_eye,mid,Stable,59,14,6,6,10,2,3,0,1,1,5
2026-03-12,S0005,cat_eye,mid,Stable,49,2,4,4,4,0,3,0,0,1,4
2026-03-13,S0005,cat_eye,mid,Stable,81,15,7,5,6,0,1,1,0,2,4
2026-03-14,S0005,cat_eye,mid,Stable,100,15,15,14,9,3,3,0,0,2,5
2026-03-15,S0005,cat_eye,mid,Stable,71,12,6,5,10,1,3,0,2,2,7
2026-03-16,S0005,cat_eye,mid,Stable,126,21,21,19,17,2,4,0,3,2,9
2026-03-17,S0005,cat_eye,mid,Stable,83,13,9,9,15,3,4,2,1,2,9
2026-03-18,S0005,cat_eye,mid,Stable,60,9,8,8,11,2,2,0,1,0,3
2026-03-19,S0005,cat_eye,mid,Stable,83,9,10,10,11,1,3,0,0,1,4
2026-03-20,S0005,cat_eye,mid,Stable,98,9,9,5,11,1,1,1,0,2,4
2026-03-21,S0005,cat_eye,mid,Stable,72,9,8,8,8,1,1,0,0,2,3
2026-03-22,S0005,cat_eye,mid,Stable,79,6,16,15,7,1,2,1,0,1,4
2026-03-23,S0005,cat_eye,mid,Stable,60,4,7,7,4,0,1,0,1,0,2
2026-03-24,S0005,cat_eye,mid,Stable,93,10,15,15,9,2,3,0,1,1,5
2026-03-25,S0005,cat_eye,mid,Stable,86,10,13,12,8,1,5,0,1,1,7
2026-03-26,S0005,cat_eye,mid,Stable,71,11,5,5,10,1,2,0,0,2,4
2026-03-27,S0005,cat_eye,mid,Stable,72,10,7,7,9,2,4,0,0,0,4
2026-03-28,S0005,cat_eye,mid,Stable,70,9,9,5,11,0,3,1,0,2,6
2026-03-29,S0005,cat_eye,mid,Stable,88,10,14,13,13,4,4,0,1,3,8
2026-03-30,S0005,cat_eye,mid,Stable,90,14,8,8,13,0,4,0,1,2,7
2026-03-31,S0005,cat_eye,mid,Stable,68,9,7,7,14,2,3,0,0,4,7
2026-04-01,S0005,cat_eye,mid,Stable,96,9,12,9,8,0,2,0,0,1,3
2026-04-02,S0005,cat_eye,mid,Stable,83,12,3,2,11,1,3,0,0,3,6
2026-04-03,S0005,cat_eye,mid,Stable,81,10,7,7,5,1,3,0,1,0,4
2026-04-04,S0005,cat_eye,mid,Stable,83,9,10,9,6,0,3,0,1,0,4
2026-04-05,S0005,cat_eye,mid,Stable,84,16,15,13,10,1,6,3,3,1,13
2026-04-06,S0005,cat_eye,mid,Stable,79,10,10,9,5,2,2,1,1,0,4
2026-04-07,S0005,cat_eye,mid,Stable,66,8,9,9,10,2,4,0,3,2,9
2026-04-08,S0005,cat_eye,mid,Stable,74,13,5,5,10,1,3,0,0,2,5
2026-04-09,S0005,cat_eye,mid,Stable,84,13,5,5,10,3,4,1,1,0,6
2026-04-10,S0005,cat_eye,mid,Stable,64,9,5,3,8,0,2,1,0,1,4
2026-04-11,S0005,cat_eye,mid,Stable,79,6,9,8,13,1,6,0,1,3,10
2026-04-12,S0005,cat_eye,mid,Stable,70,6,10,10,8,1,5,0,2,1,8
2026-04-13,S0005,cat_eye,mid,Stable,71,11,7,7,6,1,2,1,2,0,5
2026-04-14,S0005,cat_eye,mid,Stable,77,6,9,7,13,2,6,0,0,3,9
2026-04-15,S0005,cat_eye,mid,Stable,60,6,5,4,9,1,1,0,0,1,2
2026-04-16,S0005,cat_eye,mid,Stable,105,18,9,9,17,2,8,0,0,1,9
2026-04-17,S0005,cat_eye,mid,Stable,65,14,6,5,8,0,2,1,1,1,5
2026-04-18,S0005,cat_eye,mid,Stable,74,12,8,7,6,1,1,0,0,1,2
2026-04-19,S0005,cat_eye,mid,Stable,115,22,15,15,15,3,3,4,2,1,10
2026-04-20,S0005,cat_eye,mid,Stable,69,9,5,5,4,2,1,1,0,0,2
2026-04-21,S0005,cat_eye,mid,Stable,61,7,9,9,5,1,3,0,1,0,4
2026-04-22,S0005,cat_eye,mid,Stable,50,5,6,6,4,1,2,0,0,1,3
2026-04-23,S0005,cat_eye,mid,Stable,80,9,10,10,10,2,0,2,0,2,4
2026-04-24,S0005,cat_eye,mid,Stable,96,14,17,16,15,6,4,1,0,2,7
2026-04-25,S0005,cat_eye,mid,Stable,149,23,19,16,25,4,8,1,1,6,16
